text,emotion
i feel so lame ' 'pagetitle': 'andwewonder,SADNESS
i feel so lame ' 'encoding': 'utf 8' 'locale': 'en' 'isprivate': false 'ismobile': false 'mobileclass': '' 'languagedirection': 'ltr' 'feedlinks': ' 74link rel 75 42alternate 42 type 75 42application atom xml 42 title 75 42andwewonder,SADNESS
i actually feel lame because its such a much lighter workout than the p90x but i'm able to push harder and i don't dread it so much,SADNESS
i feel lame after saying that lol,SADNESS
i am no movie buff and i feel movies are a lame excuse to kill a few hours of our wonderful time,SADNESS
i feel like i should speak for myself and say no i don't want to but i guess it is kind of lame since other parties involved would really like to get it done,SADNESS
i do have many many moments where i feel lame and bored and decide to write stuff like this,SADNESS
i feel lame sad disapointed unimportant,SADNESS
i am telling the complete and utter truth as i am explaining my situation to my co worker and emphasizing how much more productive i will be if i stay home i wonder why it sounds and feels like a totally lame excuse a blatant lie even to me,SADNESS
i feel lame,SADNESS
i think of all the things my mom can do and her endless energy i feel so lame,SADNESS
i feel lame for not coming up with a more perfect approach,SADNESS
i figured two months since the last post had been long enough besides i'm feeling a little lame because shelby has been such a dedicated blogger while i have pretty much failed at it,SADNESS
i feel like such a lame ass since when do i ever care about anything,SADNESS
i have been trying to do the exercises but at times i feel really lame about it,SADNESS
i feel lame about it,SADNESS
i feel lame but none,SADNESS
i feel like a holdout hotmail user with my now lame o blogger account,SADNESS
i feel lame,SADNESS
i feel lame i can't help but to shake the fear and i feel like i'm failing samuel by being afraid,SADNESS
i can't expand with it and it won't respond back it's too submissive it doesn't challenge me enough and no matter how much it expands i can still feel its lame limits,SADNESS
i feel as though all of this chatter is kind of lame,SADNESS
i was feeling quite lame,SADNESS
i feel really lame,SADNESS
i'm feeling under the cumulus clouds today so i am taking the lame way out,SADNESS
i apologize for my petty mistakes that may have caused an enormous amount of hurt to you guys sarcasm i really feel so lame writing this stuff but i really needed to take down my frustration,SADNESS
i feel like a lame o i had to put my 30 day challenge aside last week after the husband and i made a very hard decision to leave our beautiful state of maine and move back to the philadelphia area so he can go back to school and we can be closer to my family for added support while he is in school,SADNESS
i feel lame asking people to follow me but it wouldn't hurt my feelings if you did,SADNESS
i feel a bit lame since i know the requirements of the program by heart that i can't just do the program on my own but it seems i need the structure and those very motivating weekly weigh ins,SADNESS
i feel so lame,SADNESS
i feel like all my answers have been some variation on i don't know which makes me feel lame,SADNESS
i'm feeling a little lame for being so tired,SADNESS
i feel pretty lame about it but i have a hard time letting go of bottles amp jars,SADNESS
i bet we ll be counting down to midnight not to celebrate the new year but so we can go home and go to bed without feeling completely lame,SADNESS
i feel lame,SADNESS
i don t even feel like coming up with a name for it because of how lame i feel the fight scene is,SADNESS
i feel lame for saying i'm waiting for a guy,SADNESS
i feel kinda lame la if my blog don't have any pictures,SADNESS
i feel itandrsquo s lame the way you guys tweet out the copyright,SADNESS
i did what i used to do posted a sad status with my deepest feelings on facebook lame i know but this time it was in japanese so only some people could understand,SADNESS
i kind of already feel like a lame duck at work,SADNESS
i feel so lame,SADNESS
i needed something to confess so : haha sorry i was feeling lame,SADNESS
i couldn't find it even in europe and she managed to get it hahahaha okay i feel so lame now but i'm still so happy she liked mine and sonia's present too haha,SADNESS
i'm feeling really lame for having missed my own speed scrap,SADNESS
i feel so lame typing all this,SADNESS
i feel myself lame when i'm looking upon books i haven't bought,SADNESS
i write because it makes me feel lame and sick,SADNESS
i often nervously shake my leg in the elevator i feel so lame,SADNESS
i feel so lame,SADNESS
i am delighted by the feelings i share with stewart's bella: yes i say everyone is so lame and if only there was some manicured sensitive handsome and deeply lustful young man to grope but never enter,SADNESS
i feel a little lame by our wedding's lack of extraordinariness,SADNESS
i feel lame saying that but it's true,SADNESS
i feel lame,SADNESS
i feel it 039 ll be really lame of apple to open this flashy new app store and new osx with features that go with the new app store and not have any compensation for people running a slightly older osx,SADNESS
i really feel so lame today,SADNESS
i admit it i feel a little lame posting my last post about studying abroad when i m already back home but charles de gaulle didn t have free wifi or wee fee as they call it in france and i was too wrapped up with actually seeing the city in my last few days to try to sum up how i felt then,SADNESS
i feel lame,SADNESS
i know i have much more time and i gained a bit experience but i'm still feeling as lame as a nerd should be like,SADNESS
i feel so lame ha,SADNESS
i feel that this lame economy needs to be remedied on the local level if it s going to bounce back on a national level,SADNESS
i know this is a lame question to be asking but i m feeling a bit lame today myself so i ll ask the damn question,SADNESS
i feel kind of lame that i haven t discovered them or the genre earlier because it is so good,SADNESS
i feel like a bit of a hipster totally lame for being on my laptop in public,SADNESS
i feel so lame for continually having excuses for my photographs but i do need to note that i didn t have my camera with me for the shower and these photos aren t super,SADNESS
i feel a bit lame and confused,SADNESS
i feel like i m constantly scrounging to put some lame lesson plan together and each class is more and more haphazardly presented than the last,SADNESS
i'm feeling lame i don't do anything right,SADNESS
i feel pretty lame saying well kiddo you just have to accept this on faith,SADNESS
i feel so lame seeing lots of judgments on my friend who posted it for they were saying lots of words without even knowing the root,SADNESS
